ID,Nombre,Tipo,Categoría,Subcategoría,Objetivo,Nivel,Tipo escalador,Equipo,Descripción,Series,Reps,Tiempo,TUT,Descanso,Intensidad,Frecuencia,Progresión,Regresión,Errores comunes,Precauciones,Señales detener,Riesgo,Tags,Fuente primaria,Fuente secundaria,URL fuente,Estado,Publicable app,Validación profesional,Notas
TC-EXPLORE,Experimentación de Movimientos,Ejercicio,Técnica,Autoconciencia técnica,Explorar múltiples soluciones a un mismo paso para desarrollar creatividad y adaptabilidad,Todos,General / Boulder,Muro con bloques conocidos,"Elegir un paso o boulder conocido. Probarlo intentando 3 formas técnicamente distintas de resolverlo (por ejemplo: estático, dinámico, con cambio de pie). Rankear las 3 según cuál se sintió más eficiente y por qué.",N/A,3 formas por paso; 3-5 pasos por sesión,No especificado en la fuente,No especificado en la fuente,Descanso entre intentos,Media,1 vez/semana,Aplicar a boulders más difíciles; probar 5 formas,Solo 2 formas; en bloque fácil,Rankear sin analizar realmente; hacerlo mecánicamente,N/A,Fatiga técnica,Bajo,"técnica, autoconciencia, exploración, creatividad, movimiento",Dave MacLeod,,,activo,Sí,No requerida,"Filosofía MacLeod: 'no copies pros, entiende por qué'. Excelente para consolidar técnica."
TC-COUNTER,Counterbalancing Foot / Bandera,Ejercicio,Técnica,Tensión corporal / equilibrio,Usar el pie libre como contrapeso para estabilizar el centro de gravedad,Todos,General / Placa / Boulder,Muro,Al mover una mano lejos con un solo pie apoyado: extender el otro pie hacia el lado opuesto del movimiento (bandera / flag) para contrarrestar la rotación del cuerpo. Practicar en placa y luego en desplome.,N/A,Aplicar en 3-5 rutas por sesión,No especificado en la fuente,No especificado en la fuente,N/A,Baja/Media,Como drill continuo,Aplicar en muros más desplomados; combinar con drop-knee,Rutas verticales cortas; agarres grandes,No extender el pie libre; dejarlo colgar sin dirección; sobre-agarrar con brazos,N/A,N/A,Bajo,"técnica, bandera, contrapeso, tensión, equilibrio",Dave MacLeod,,,activo,Sí,No requerida,Técnica fundamental para reducir fuerza de brazos. Complementa el pivot point y drop-knee.
PO-INWARDBOUNCE,Inward Hip Bounce (rebote cadera desplome),Ejercicio,Potencia y coordinación,Dinámica en desplome,Generar impulso dinámico rebotando cadera hacia el muro en desplome,Intermedio a Avanzado,Boulder / Desplome,Board 45° o muro desplomado,"En muro desplomado (30-45°): antes de un movimiento largo, dejar caer la cadera lejos del muro. Contraer core y llevar cadera 'hacia adentro' del muro con explosividad. Ese rebote genera impulso para el brazo que va a mover.",N/A,5-10 movimientos por sesión,No especificado en la fuente,No especificado en la fuente,Descanso entre intentos,Alta,1-2 veces/semana en fase potencia,Aumentar longitud del movimiento; combinar con foot swap,Muro menos desplomado; movimientos más cortos,Rebote descontrolado; usar solo brazos sin la cadera,No practicar con fatiga alta; caídas seguras,"Dolor en hombro, dorsales o core",Medio,"potencia, dinámica, cadera, desplome, board",Dave MacLeod,,,activo,Sí,Recomendada en principiantes,Complementa PO-HIPDRIVE. Este es específico para desplome y rebote explosivo.
TC-1ARM,One-Armed Climbing (rehab tren inferior),Ejercicio,Técnica,Escalada un brazo con momentum,Mantener actividad de escalada con lesión de tren inferior usando momentum y péndulo,Intermedio a Avanzado,General / Boulder,Muro con jugs / travesía,"Escalar una travesía o boulder fácil usando UN solo brazo, con pies apoyados. Usar movimiento pendular del cuerpo y momentum de cadera para alcanzar la siguiente presa. Alternar brazos entre intentos.",N/A,3-5 travesías por lado,5-10 min por lado,No especificado en la fuente,Descanso completo entre lados,Media/Alta,Como mantenimiento durante rehabilitación,Reducir uso de pies; agarres más pequeños,Escalar con dos brazos alternando; muros más verticales,Perder momentum y tirar solo con el brazo; cargar el hombro sin base escapular,Requiere validación profesional antes de usar en rehabilitación; solo en travesías seguras,"Dolor en hombro, codo o dedos",Medio,"rehabilitación, un brazo, momentum, mantenimiento, tren inferior",Catalyst Climbing,,,activo,Sí,Requerida en rehabilitación activa,"Mantiene forma y fuerza durante lesión de tren inferior. No es entrenamiento avanzado, es mantenimiento."
TC-EXEC,Execution Practice (5-10 boulders con re-inicio),Protocolo,Técnica,Consistencia bajo presión,Desarrollar consistencia técnica y mental practicando ejecución perfecta,Intermedio a Avanzado,Boulder,Muro de boulder,"Seleccionar 5-10 boulders bien por debajo del límite (5 grados o más por debajo del proyecto). Escalar cada uno tratando cada intento como redpoint. Si fallas un boulder, reinicias la serie desde el principio.",1-2 series,5-10 boulders por serie,No especificado en la fuente,No especificado en la fuente,Descanso completo tras cada boulder,Media (no fatiga: precisión),1 vez/semana,Aumentar cantidad a 10-12 boulders; incluir uno cerca del límite al final,Reducir a 3-5 boulders; menor exigencia técnica,Escalar mecánicamente sin foco; reiniciar sin analizar el error,N/A (no de riesgo por sí mismo),Frustración persistente o fatiga técnica,Bajo/Medio,"consistencia, ejecución, redpoint, mental, boulder",Catalyst Climbing,,,activo,Sí,No requerida,Excelente para desarrollar mentalidad de redpoint. Reduce errores por falta de foco.
TC-UPFALL,Unpredictable Falls (caídas impredecibles),Ejercicio,Técnica,Reacción y seguridad en caída,Practicar caer desde posiciones impredecibles para preparar reacción refleja,Intermedio,Boulder,Muro de boulder con crashpads adecuados,"En muro de boulder con crashpads bien posicionados: escalar movimientos donde la caída no sea predecible (dinámicos, cortes de pies inesperados). Practicar activamente aterrizar como 'lápiz' (pies primero) sin extender brazos.",N/A,5-10 caídas por sesión,No especificado en la fuente,No especificado en la fuente,Descanso completo entre caídas,Media,1 vez/semana en fase mental,Progresar a caídas desde mayor altura; caídas con giro parcial,Solo caídas controladas conocidas,Extender brazos al caer; caer de rodillas; no confirmar crashpad,Solo con crashpads adecuados; requiere validación profesional en lesión activa de rodilla/tobillo,"Dolor en tobillo, rodilla o espalda; caída peligrosa",Medio,"seguridad, caída, reacción, mental, boulder",Catalyst Climbing,,,activo,Sí,Recomendada en lesión de tren inferior,Complementa técnica real de caída. Reduce miedo desbordado a caídas dinámicas.
TC-TOEHOOK,Toe Hook (técnica gancho de punta),Ejercicio,Técnica,Gancho de punta / tensión,Aplicar gancho de punta correctamente para redirigir peso y activar core,Todos,Boulder / Desplome,Muro con presas apropiadas para toe hook,"Colocar la parte superior del pie de gato (empeine + dedos) sobre un canto o volumen apuntando hacia arriba. Presionar activamente con el empeine contra la presa, no colgar pasivamente. La tensión activa desde el toe hook debe conectar con el core.",N/A,Aplicar en 3-5 boulders por sesión,No especificado en la fuente,No especificado en la fuente,Descanso entre intentos,Media (control) / Alta (compromiso),1-2 veces/semana,Aplicar en boulders con toe hooks múltiples secuenciales,Toe hooks en agarres grandes verticales,"Colgar pasivamente sin presionar; usar el toe hook solo como apoyo, no como generador de tensión",No forzar si hay dolor de rodilla o tobillo; cuidar el empeine del pie de gato,"Dolor en rodilla, tobillo o empeine",Bajo/Medio,"técnica, toe hook, tensión, desplome, boulder",Catalyst Climbing,BMC TV,,activo,Sí,Recomendada en lesión de rodilla,Técnica fundamental en desplome/tejido. Base para movimientos con corte de pies controlado.
PO-PADDLE,Paddle Dyno (dinámicos coordinados),Ejercicio,Potencia y coordinación,Coordinación dinámica,Entrenar coordinación en dinámicos donde se toca varias presas rápidamente,Avanzado,Boulder / Desplome,Muro / Board,"En un movimiento dinámico grande hacia una presa alta: 'palmear' o tocar una presa intermedia rápidamente con una mano antes de que la mano final agarre. Movimiento fluido, sin pausas.",3,3-5 intentos por serie,No especificado en la fuente,No especificado en la fuente,3-5 min entre series,Alta,1 vez/semana en fase potencia,Aumentar distancia entre presas; añadir paddle inverso,Presa intermedia más grande; distancia menor,Detenerse en la presa intermedia; no completar el paddle,No practicar con fatiga alta; alto riesgo de hombro por swing,"Dolor en hombro, dorsales o dedos",Medio/Alto,"potencia, paddle, coordinación, dinámico, boulder avanzado",Catalyst Climbing,,,activo,Sí,Recomendada en principiantes o historial de hombro,Requiere base de dinámicos simples (CB-006 doubles) primero.
HB-LOW,Low Intensity Hangs (pies en suelo),Ejercicio,Hangboard,Salud tendinosa / iniciación segura,Iniciar acondicionamiento de dedos con carga controlada y segura para principiantes,Todos,General,"Hangboard, pies apoyados en suelo","Colgado del hangboard con los pies apoyados en el suelo (permite regular la carga). Suspensión de 10s con carga muy submáxima (solo el 30-50% del peso corporal). Foco: forma técnica impecable, hombros lejos de orejas.",3-5,5-8 suspensiones,10s por suspensión,10s,1 min entre suspensiones,Baja (30-50% BW),3 veces/semana,Reducir apoyo de pies gradualmente; aumentar tiempo de suspensión hasta 15s,Más apoyo de pies; agarre más cómodo,Colgar pasivamente (hombros elevados); usar full crimp desde el inicio,Test previo: 30s multipresa (EV-TEST-30S) con forma impecable,Dolor en dedos o hombros,Bajo,"hangboard, principiantes, iniciación, tendón, seguridad",Catalyst Climbing,,,activo,Sí,Recomendada en dolor de dedos,Entrada segura al hangboard. Precede a MaxHangs (HB-/DP-). Ideal para principiantes.
ME-INNER,Inner Critic Scoring System,Test,Trabajo mental,Cuantificación pensamientos negativos,Cuantificar y gestionar la validez de pensamientos autocríticos durante escalada,Todos,General / Boulder / Deportiva,Sin equipo (registro en app o diario),Al detectar un pensamiento negativo durante o después de escalar: puntuarlo en escala 1-10. 1 = pensamiento falso e inútil (rechazar); 5 = pensamiento cierto pero inútil (aceptar sin reforzar); 10 = pensamiento cierto y útil (actuar sobre él). Solo actuar sobre pensamientos ≥8.,N/A,3-5 pensamientos por sesión,No especificado en la fuente,No especificado en la fuente,N/A,Baja,Continuo durante sesiones,Añadir registro escrito de patrones recurrentes,Solo puntuar sin reflexionar,Convertir el ejercicio en autocrítica excesiva; ignorar patrón repetido de pensamientos <3,Detener si genera espiral negativa; requiere validación profesional en ansiedad clínica,"Espiral autocrítica persistente, ansiedad intensa",Bajo,"mental, crítico interno, autoconciencia, gamificación, evaluación",Catalyst Climbing,Ilgner (Doc 03 J.1 inner critic),,activo,Sí,Requerida en ansiedad clínica,Complementa Doc 03 J.1 (inner critic Ilgner) como sistema de puntuación operativo.
MU-TURKISH,Turkish Get-Up (kettlebell),Ejercicio,Muñecas y antebrazos,Estabilidad hombro / movilidad global,Desarrollar estabilidad de hombro y control corporal bajo carga,Intermedio,General,Kettlebell (empezar con 8-12 kg),Tumbado boca arriba con kettlebell arriba del brazo (codo bloqueado). Levantarse hasta ponerse de pie manteniendo el peso siempre arriba y mirando al kettlebell. Bajar por la misma secuencia. Cada fase requiere control absoluto del hombro.,3,2-3 por lado,30-60s por rep,No especificado en la fuente,2 min entre lados,Media/Alta,1-2 veces/semana,Aumentar peso gradualmente (2-4 kg cada 2-3 semanas),Sin peso primero; sustituir kettlebell por zapatilla apoyada en puño,Doblar el codo del brazo cargado; mirar hacia adelante en vez de al kettlebell,Requiere práctica sin peso primero; no cargar excesivo al inicio,Pérdida de control del hombro; dolor en hombro o muñeca,Medio,"estabilidad hombro, movilidad, kettlebell, GPP, control",Climb Strong,,,activo,Sí,Recomendada en historial de luxación de hombro,"Movimiento global que integra hombro, core y cadera. Excelente prehab de hombro."
FM-STEPUP,Step-up (cajón unilateral),Ejercicio,Fuerza máxima,Pierna unilateral,Desarrollar fuerza unilateral de pierna con transferencia a heel hooks y high-step,Todos,General,"Cajón (30-50 cm), opcional mancuernas","Subir al cajón con una pierna, controlando el descenso con la misma pierna. Torso erguido, no impulsarse con la pierna de abajo. Al bajar, tocar el suelo con el pie y volver a subir.",3-4,6-10 por lado,1s subida / 2s bajada,No especificado en la fuente,60-90s entre lados,Media/Alta,2 veces/semana,Añadir peso (mancuernas o mochila); aumentar altura del cajón,Cajón más bajo; asistir con mano en pared,Impulsarse con la pierna de abajo; caer descontroladamente,No forzar altura si hay dolor de rodilla,Dolor de rodilla o cadera,Bajo,"pierna, unilateral, heel hook, high-step, GPP",Climb Strong,,,activo,Sí,Recomendada en dolor de rodilla,Transferencia directa a heel hooks y high-steps sostenidos en el muro.
FM-DEADLIFT,Deadlift (peso muerto),Ejercicio,Fuerza máxima,Cadena posterior,"Fortalecer cadena posterior (glúteos, isquios, espalda) para tensión corporal",Intermedio,General,Barra + discos o kettlebell pesada,"De pie con barra en el suelo, pies al ancho de caderas. Bajar cadera hacia atrás manteniendo espinillas verticales y espalda neutra. Agarrar la barra al ancho de hombros. 'Quitar la holgura' a la barra antes de tirar. Levantar extendiendo cadera y rodillas simultáneamente. Bajar controlado.",3-5,5 reps,1s subida / 2s bajada,No especificado en la fuente,2-3 min entre series,Alta (RIR 1-2),1-2 veces/semana,Aumentar carga progresivamente (2-5% cada 1-2 semanas),Empezar sin peso; usar barra vacía; reducir rango con bloques,Flexionar la lumbar; espinillas hacia adelante; no quitar holgura,Alto riesgo lumbar si hay flexión; requiere validación profesional en lumbalgia,"Dolor lumbar, pérdida de forma",Medio/Alto,"cadena posterior, glúteos, isquios, GPP, tensión",Climb Strong,,,activo,Sí,Requerida en lumbalgia previa,Ejercicio de fuerza global con alta transferencia a tensión corporal en escalada.
FM-SPLIT,Split Squat / Sentadilla Búlgara,Ejercicio,Fuerza máxima,Pierna unilateral,Fortalecer piernas unilateralmente y trabajar equilibrio,Todos,General,Banco o cajón (opcional mancuernas),"Un pie apoyado detrás en banco/cajón, el otro delante. Bajar la cadera hasta que la rodilla trasera casi toque el suelo. Torso erguido. Empujar con la pierna delantera para subir. Mantener rodilla delantera alineada con el pie.",3,8-12 por lado,2s bajada / 1s subida,No especificado en la fuente,60-90s entre lados,Media/Alta,2 veces/semana,Añadir mancuernas; añadir isometría de 3s en posición baja,Menor rango; asistir con mano en pared,Rodilla delantera colapsa hacia adentro; torso muy inclinado adelante,Cuidar rodilla; no forzar rango,Dolor de rodilla o cadera,Bajo,"pierna, unilateral, GPP, equilibrio, escaladores",Climb Strong,,,activo,Sí,Recomendada en dolor de rodilla,Alternativa a step-up con más énfasis en fuerza y menos en explosividad.
PR-GLUTE,Glute Bridge (puente glúteo),Ejercicio,Prevención de lesiones,Activación glúteos,Activar glúteos antes de escalar para posición de cadera correcta,Todos,General,Suelo/Mat,"Tumbado boca arriba con rodillas flexionadas, pies al ancho de caderas apoyados en el suelo. Empujar caderas hacia arriba contrayendo activamente los glúteos hasta formar una línea recta hombros-cadera-rodilla. Bajar controlado.",2-3,10-15 reps,2s subida / 2s bajada,No especificado en la fuente,45s entre series,Baja,Diario o pre-sesión,Añadir peso sobre pelvis; hacerlo a una pierna,Menor rango de elevación,Sobreextensión lumbar (arquear); usar impulso,"No forzar si hay dolor lumbar; contraer glúteo, no lumbar",Dolor lumbar,Bajo,"prevención, glúteos, activación, warm-up, cadera",Climb Strong,,,activo,Sí,No requerida,Activación esencial pre-escalada. Complementa CAL-RAMP fase Activate.
FT-LADDERS,Ladders 2-4-6 (dominadas escalonadas),Protocolo,Fuerza de tracción,Volumen sub-máximo,"Aumentar volumen de dominadas sin llegar al fallo, para romper mesetas",Intermedio,General,Barra,"Al 70% del máximo de reps (por ejemplo, si haces 10 max, tu 70% son 7): hacer una serie de 2 reps, descansar 30-60s, hacer 4 reps, descansar 60-90s, hacer 6 reps. Esa es una escalera. Aumentar el número de escaleras totales por semana, no la carga.",3-5 escaleras,2+4+6 reps por escalera,No especificado en la fuente,No especificado en la fuente,2-3 min entre escaleras,Sub-máxima (70% max reps),2 veces/semana,Aumentar cantidad de escaleras por sesión; añadir escalera 3-6-9,Reducir a 2 escaleras; usar 2-3-4 reps,Ir al fallo (contradice el propósito); no descansar entre escaleras,Detener si pierdes forma,Dolor en codo u hombro,Medio,"tracción, dominadas, volumen, sub-máximo, ladders",Climb Strong (Steve Bechtel),,,activo,Sí,Recomendada en epicondilitis,Excelente para romper mesetas en dominadas sin quemar el sistema nervioso.
MU-WRISTROT,Wrist rotation con martillo (supinación/pronación),Ejercicio,Muñecas y antebrazos,Estabilidad antebrazo,Fortalecer supinadores y pronadores del antebrazo para estabilidad de muñeca en agarres,Todos,General,Martillo (o mancuerna asimétrica),"Sentado con antebrazo apoyado en mesa y mano fuera del borde. Sujetar el martillo por el mango (peso hacia arriba). Rotar el antebrazo lentamente hacia supinación completa, luego hacia pronación. Movimiento lento y controlado.",2-3,10-15 por dirección,2s por rotación,No especificado en la fuente,60s entre series,Baja/Media,2-3 veces/semana,Cambiar a martillo más largo o mancuerna más pesada,Menor peso; rango parcial,Movimiento brusco; usar impulso,No forzar en dolor de codo o muñeca,Dolor en codo o muñeca,Bajo,"muñeca, antebrazo, supinación, pronación, prehab",Climb Strong,,,activo,Sí,Recomendada en epicondilitis,Prehab clave para estabilidad de muñeca en crimps y pinch. Complementa MU-CIRCLES.
CR-HARDSIT,Hard Style Sit-up (con banda hamstring),Ejercicio,Core,Recto abdominal aislado,Aislar recto abdominal anulando compensación de flexores de cadera,Intermedio,General,Banda elástica,"Sentado en el suelo con rodillas flexionadas. Anclar banda elástica bajo los pies y sujetar sus extremos con las manos por debajo de las rodillas. Al hacer el sit-up, los hamstrings activos 'tiran' de la banda, anulando los flexores de cadera. Solo el recto abdominal trabaja.",3,5-10 reps,1s subida / 2s bajada,No especificado en la fuente,60s entre series,Media,2 veces/semana,Aumentar tensión de banda; añadir peso sobre pecho,Sin banda; asistir manos en el suelo,Tirar con brazos sin activar core; usar impulso,No forzar en dolor lumbar o cervical,Dolor lumbar o cervical,Bajo,"core, recto abdominal, aislamiento, hard style, banda",Climb Strong,,,activo,Sí,Recomendada en lumbalgia,Diferente de CR-005 sit-ups genéricos: éste aísla core sin activar flexores de cadera.
PER-DELOAD,3/1 Cycle (deload / descarga),Protocolo,Periodización,Recuperación estructurada,Estructurar entrenamiento con semanas de carga progresiva y una de descarga,Todos,General,N/A (protocolo),"Ciclos de 4 semanas: 3 semanas de carga progresiva (subiendo intensidad y/o volumen semana a semana), seguida de 1 semana de descarga (reducir volumen a 50-60% manteniendo intensidad). La semana de descarga permite super-compensación.",N/A,N/A,4 semanas por ciclo,No especificado en la fuente,N/A,Variable (deload = 50-60% volumen),"Continuo, año redondo",Alternar con ciclos 4/1 o 5/1 según respuesta individual,Ciclos 2/1 (dos semanas carga + 1 descarga) para principiantes,Saltarse la semana de descarga; hacer la descarga a intensidad máxima,Cuidar señales de fatiga persistente que exijan descarga adicional,"Fatiga acumulada, pérdida de rendimiento",Bajo,"periodización, deload, descarga, planificación, recuperación",Climb Strong,,,activo,Sí,No requerida,Estructura base para planificación anual. Complementa PER- existentes con criterio explícito de descarga.
CR-WGHTPLK,Weighted Plank / Plancha con peso,Ejercicio,Core,Estabilidad anterior,Aumentar demanda de core con carga externa sobre plancha,Intermedio,General,Suelo + disco de peso 10-25 kg,Adoptar posición de plancha frontal (antebrazos y pies). Colocar disco de peso sobre la zona lumbar (más específicamente sobre glúteos/lumbar baja). Empujar el suelo con antebrazos manteniendo cuerpo recto. Contener respiración diafragmática.,3,N/A,20-45s por serie,No especificado en la fuente,90s entre series,Alta,2 veces/semana,Añadir peso gradualmente; extender tiempo,Sin peso; posición sobre rodillas,Perder alineación cuerpo (cadera cae o sube); contener respiración,No practicar en dolor lumbar,Dolor lumbar o de hombro,Medio,"core, plancha, peso, estabilidad, escalada",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en lumbalgia,Progresión desde CR-HOLLOW y planchas básicas. Aumenta demanda de tensión.
PO-POWERPU,Power Pull-up (dominada explosiva),Ejercicio,Potencia y coordinación,Potencia tracción,Desarrollar potencia explosiva en tracción vertical,Avanzado,General,Barra,Colgado de barra. Ejecutar una dominada explosiva intentando que el pecho toque la barra (o al menos que las manos suelten momentáneamente). Bajar controlado. Cada rep debe ser máxima velocidad de subida.,3-4,3-5 reps,Máxima velocidad subida / 2s bajada,No especificado en la fuente,3 min entre series,Máxima,1-2 veces/semana,Añadir claps entre reps; añadir lastre ligero manteniendo velocidad,Sin criterio de pecho a barra; solo velocidad de subida,Perder velocidad progresivamente en la serie; usar impulso de piernas,No practicar con fatiga o dolor de codo/hombro; requiere validación profesional,"Dolor en codo, hombro o muñeca",Alto,"potencia, tracción, explosivo, dominada, RFD",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en historial de tendinopatía codo,Requiere base sólida de FTE-001 (10+ dominadas estrictas). Trabaja RFD del tren superior.
AG-PINCHBLOCK,Pinch Block Lift,Ejercicio,Tipos de agarre,Fuerza pinza / pulgar,Fortalecer específicamente el pulgar y agarre de pinza,Intermedio,General / Boulder,Bloque pinza (madera o comercial) + carga,"Sujetar el bloque pinza con una mano (pulgar en una cara, resto de dedos en la opuesta). Levantar del suelo con carga añadida (peso muerto). Mantener 5-8s arriba. Bajar controlado.",3-4,5-8 reps por mano,5-8s por rep,5-8s,"2 min entre manos, 3 min entre series",Alta,2 veces/semana,Añadir peso gradualmente; reducir ancho del pinch,Bloque más ancho; menor peso,No mantener el pinch por deslizamiento; usar apoyo en cuerpo,Cuidar tendinitis del pulgar (De Quervain),"Dolor en pulgar, muñeca o codo",Medio,"pinch, pulgar, agarre, fuerza específica, bloque",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en tendinitis de pulgar,Complementa AG-001/003 que cubren open hand/crimp. Éste es específico de pinch.
TC-GRIPISO,Grip Isolation (aislar tipo de agarre),Ejercicio,Técnica,Especificidad agarre,Practicar aplicación de un tipo específico de agarre en el muro,Intermedio,General / Board,Muro / Treadwall / Board,"Escalar una travesía o boulder de 6-10 movimientos usando ÚNICAMENTE un tipo de agarre (por ejemplo: solo crimp, solo pinch, solo pocket, solo sloper). Cambiar el tipo entre sesiones. Foco: aplicar el agarre con eficiencia.",3-4,6-10 movimientos por serie,No especificado en la fuente,No especificado en la fuente,3-5 min entre series,Media/Alta,1 vez/semana en fase específica,Aumentar dificultad de agarres; combinar dos tipos por sesión,Menor número de movimientos; agarres más grandes,Cambiar de agarre por comodidad; usar full crimp sin control,No practicar con dolor de dedos,Dolor en dedos o poleas,Medio,"técnica, agarre, especificidad, aplicación, drill",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en historial de polea,Conecta AG-001-003 (uso de agarres) con aplicación técnica real. Excelente para consolidar patrones.
HE-CUFF10,Manguito Rotador 10-min (protocolo),Protocolo,Hombros y escápulas,Salud manguito rotador,Protocolo estructurado de 10 min para salud completa de manguito rotador,Todos,General,Mancuernas ligeras (0.5-2 kg),"5 ejercicios con mancuernas ligeras en secuencia: 1) Rotación externa lateral. 2) Fly inverso (bent-over reverse fly). 3) Scaption (mano dominante frente al cuerpo, elevar a 30-45°). 4) Elevación frontal. 5) YTWL en TRX o suelo. 15-20 reps por ejercicio, 2 rondas.",2 rondas,15-20 reps por ejercicio,1s subida / 1s bajada,No especificado en la fuente,30s entre ejercicios; 60s entre rondas,Baja/Media,3 veces/semana,Aumentar peso gradualmente (0.5 kg cada 2 semanas),Sin peso; reducir a 10-12 reps,Usar peso excesivo; movimientos con impulso,No forzar en dolor de hombro activo,Dolor punzante en hombro,Bajo,"hombros, manguito rotador, protocolo, prehab, mancuernas",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en lesión activa de hombro,"Protocolo completo de manguito. Complementa HE-CUBAN, HE-WTOI, HE-YTWL como sesión estructurada."
AG-T-PINCH,Test Peso Pinza 12s (Hörst),Test,Tipos de agarre,Fuerza máxima pinza,Determinar la carga máxima que se puede sostener en pinza durante 12 s,Intermedio,General,Bloque pinza + carga variable,Calentar dedos y muñecas. Sujetar el bloque pinza y añadir peso progresivo hasta encontrar la carga máxima que se puede sostener con buena forma durante 12 segundos. Ese peso máximo es la carga base para diseñar los Repeaters 7s de pinch al 60-80%.,3-5 intentos hasta encontrar máximo,1 por intento,12s máximo,12s,3 min entre intentos,Máxima,Cada 4-6 semanas,Reducir tamaño del pinch para aumentar dificultad,Pinch más ancho; menos peso base,Deslizamiento indica exceso de carga; no mantener forma,Cuidar pulgar (De Quervain); no intentar en dolor activo,Dolor en pulgar o muñeca,Medio,"test, pinza, fuerza máxima, dosificación, Hörst",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en principiantes o dolor,Test que dosifica AG-PINCHBLOCK y otros ejercicios de pinch. Base para protocolos con carga específica.
CR-SUPERMAN,Superman Plank (estabilidad diagonal),Ejercicio,Core,Estabilidad anti-rotación,Desarrollar estabilidad diagonal del core simulando tensión en escalada,Intermedio,General / Boulder,Suelo/Mat,Adoptar plancha frontal (antebrazos y pies). Levantar simultáneamente el brazo derecho al frente y la pierna izquierda hacia atrás manteniendo tronco estable (sin rotar). Volver y alternar con brazo izquierdo y pierna derecha.,3,6-10 por lado,2s por rep,No especificado en la fuente,60s entre series,Media/Alta,2 veces/semana,Aumentar tiempo de mantenimiento; añadir peso ligero al tobillo,Solo brazo O solo pierna; sin combinar diagonal,Rotar el tronco al levantar; caída de cadera,No forzar en dolor lumbar,Dolor lumbar o de hombro,Bajo/Medio,"core, anti-rotación, estabilidad, diagonal, plancha",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en lumbalgia,Simula el patrón cruzado de brazo-pierna opuestos en escalada. Alta transferencia.
HE-SCAPTION,Scaption / Full Can (elevación en el plano escapular),Ejercicio,Hombros y escápulas,Deltoides + supraespinoso,Fortalecer supraespinoso en el plano de la escápula (30-45° del frontal),Todos,General,Mancuernas ligeras (0.5-2 kg),De pie con mancuernas a los lados. Elevar los brazos hacia el frente en un ángulo de 30-45° respecto a la línea del cuerpo (en el plano escapular). Pulgares hacia arriba (full can). Elevar hasta altura del hombro. Bajar controlado.,3,10-15 reps,2s subida / 2s bajada,No especificado en la fuente,60s entre series,Baja/Media,2-3 veces/semana,Aumentar peso (+0.5 kg cada 2 semanas),Sin peso; reducir rango de elevación,"Elevar más allá de horizontal; pulgares hacia abajo (empty can, contraindicado)","No forzar en dolor de hombro; usar 'full can' (pulgares arriba), NO 'empty can'",Dolor en hombro (pinzamiento),Bajo,"hombros, supraespinoso, escápula, prehab, mancuernas",Training4climbing (Eric Hörst),,,activo,Sí,Recomendada en dolor de hombro,Fortalece supraespinoso en el plano seguro. Diferente de elevación frontal pura.
HE-IYTW,IYTW / YTWL boca abajo,Ejercicio,Hombros y escápulas,Control escapular,Fortalecer estabilizadores escapulares y manguito rotador en decúbito prono,Todos,General,"Suelo/Mat, opcional pesas 0.5-1 kg","Tumbado boca abajo con frente apoyada. Brazos formando las letras I (extendidos por encima de cabeza), Y (arriba en diagonal), T (a los lados), W (codos flexionados a la altura de hombros). Escápulas retraídas y deprimidas en todas las posiciones. Levantar brazos ligeramente del suelo en cada letra.",2-3,8-10 reps por letra,2s subida / 2s bajada,No especificado en la fuente,60s entre series,Baja,3 veces/semana,Añadir peso ligero; mantener 3s arriba en cada letra,Sin peso; menos reps,Encoger hombros hacia orejas; usar impulso,No forzar en dolor de hombro,Dolor en hombro o cuello,Bajo,"hombros, escápulas, control, IYTW, prehab",BMC TV,,,activo,Sí,Recomendada en dolor de hombro,Similar concepto a HE-CUBAN y HE-WTOI pero boca abajo (contra gravedad). Complementa el trío.
FT-ECCPU,Eccentric Pull-up (dominada excéntrica),Ejercicio,Fuerza de tracción,Fuerza excéntrica base,Construir base de tracción para quienes no logran dominada concéntrica completa,Todos,General,Barra + cajón o silla,Subir al cajón/silla y saltar al tope de la dominada (barbilla sobre la barra). Retirar los pies del apoyo. Bajar lo más lentamente posible (6-10 segundos) con control absoluto hasta brazos rectos.,3-4,3-5 reps,6-10s de bajada,6-10s,2 min entre series,Alta,2 veces/semana,Aumentar tiempo de bajada hasta 10-15s; añadir mantenimiento en punto medio,Reducir tiempo a 3-5s; asistir con banda,Bajar rápido en la última parte; dejar caer al final,No practicar en dolor de codo/hombro,"Dolor en codo, hombro o muñeca",Medio,"tracción, excéntrico, base, principiantes, progresión",BMC TV,,,activo,Sí,Recomendada en epicondilitis,Base para llegar a FT-001 (dominada concéntrica). Ideal para quienes no logran una dominada completa.
